Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
208,44,Male,Handbag,Footwear,46,Georgia,XL,Maroon,Summer,3.7,No,Next Day Air,No,No,31,Debit Card,Annually
209,26,Male,Loafers,Footwear,70,Alabama,L,Coral,Spring,4.3,Yes,Ground,Yes,Yes,33,Debit Card,Every 3 Months
210,54,Male,Handbag,Clothing,79,Wisconsin,M,Peach,Fall,3.4,No,Ground,No,No,34,Venmo,Every 3 Months
211,50,Female,Dress,Footwear,93,Illinois,L,Mint,Winter,3.4,No,2-Day Shipping,No,No,50,PayPal,Monthly
212,68,Male,Tie,Clothing,68,Indiana,M,Burgundy,Winter,4.4,No,Next Day Air,Yes,Yes,50,Debit Card,Fortnightly
213,59,Male,T-Shirt,Accessories,34,North Carolina,S,White,Summer,4.5,No,Express,No,No,9,Debit Card,Quarterly
214,61,Male,Watch,Outerwear,92,Alaska,L,Lavender,Summer,2.5,No,Free Shipping,No,No,7,Venmo,Quarterly
215,41,Male,Sunglasses,Footwear,87,Alaska,S,Peach,Summer,2.9,No,2-Day Shipping,Yes,Yes,9,PayPal,Every 3 Months
216,32,Female,Scarf,Clothing,34,Rhode Island,M,Orange,Spring,3.0,No,Next Day Air,No,No,42,Apple Pay,Fortnightly
217,49,Male,Handbag,Clothing,70,South Dakota,XL,Green,Fall,3.4,No,Express,Yes,Yes,26,Apple Pay,Quarterly
218,49,Male,Watch,Clothing,67,New Mexico,XL,Purple,Spring,3.2,No,Free Shipping,Yes,Yes,2,Cash,Annually
219,41,Male,Handbag,Footwear,91,Arkansas,XL,Red,Winter,4.2,No,Express,No,No,5,Credit Card,Every 3 Months
220,58,Male,Hat,Clothing,20,North Dakota,XL,Teal,Summer,4.6,No,Ground,No,No,49,Debit Card,Monthly
221,69,Male,Wallet,Footwear,26,Maine,XL,Black,Winter,3.0,No,Next Day Air,Yes,Yes,2,Debit Card,Weekly
222,66,Female,Wallet,Clothing,72,Oregon,S,Coral,Fall,3.9,Yes,Next Day Air,No,No,10,Credit Card,Every 3 Months
223,66,Male,Dress,Accessories,50,Florida,XL,Pink,Fall,3.4,No,2-Day Shipping,Yes,Yes,31,Debit Card,Monthly
224,69,Female,Coat,Clothing,37,Mississippi,M,Green,Spring,3.8,No,Free Shipping,No,No,33,Apple Pay,Bi-Weekly
225,29,Female,Coat,Accessories,31,Illinois,S,Olive,Spring,4.1,No,Standard,Yes,Yes,44,Debit Card,Fortnightly
226,56,Female,Gloves,Accessories,67,Utah,S,Teal,Summer,4.7,No,Express,No,No,47,Debit Card,Weekly
227,19,Male,Skirt,Footwear,49,New Jersey,XL,Orange,Summer,,No,Free Shipping,No,No,6,Credit Card,Bi-Weekly
228,20,Male,Shirt,Outerwear,26,Maine,L,Pink,Winter,2.7,No,Standard,No,No,14,Apple Pay,Bi-Weekly
229,66,Male,Sandals,Clothing,22,South Dakota,M,Silver,Summer,4.1,No,Free Shipping,Yes,Yes,14,Venmo,Annually
230,54,Female,Sandals,Footwear,82,Georgia,S,Navy,Summer,3.5,No,Express,No,No,15,Venmo,Annually
231,66,Male,Tie,Clothing,25,Tennessee,M,Green,Winter,,No,Express,Yes,Yes,33,Credit Card,Every 3 Months
232,34,Male,Watch,Clothing,34,Utah,L,Coral,Fall,2.8,No,2-Day Shipping,No,No,31,Venmo,Every 3 Months
233,66,Male,Heels,Footwear,90,Indiana,S,Beige,Summer,3.9,No,Next Day Air,No,No,17,Cash,Monthly
234,19,Male,Skirt,Footwear,62,South Carolina,M,Beige,Summer,3.3,No,Next Day Air,Yes,Yes,43,Cash,Every 3 Months
235,19,Male,Jacket,Footwear,100,West Virginia,XL,Orange,Winter,5.0,No,Next Day Air,No,No,15,Apple Pay,Quarterly
236,45,Male,T-Shirt,Clothing,37,Wisconsin,S,Mint,Winter,3.5,No,2-Day Shipping,No,No,20,Credit Card,Bi-Weekly
237,40,Female,Handbag,Clothing,41,Maryland,S,Olive,Winter,3.0,No,Next Day Air,No,No,48,PayPal,Quarterly
238,54,Male,Sandals,Clothing,80,Arkansas,S,Gold,Winter,4.1,Yes,Free Shipping,Yes,Yes,21,Apple Pay,Fortnightly
239,49,Male,Backpack,Clothing,80,Pennsylvania,S,Orange,Winter,3.1,No,Next Day Air,No,No,29,Debit Card,Quarterly
240,50,Male,Jacket,Clothing,72,Utah,XL,Brown,Summer,3.7,No,Next Day Air,No,No,9,PayPal,Annually
241,18,Male,Sunglasses,Clothing,45,Wyoming,L,Lavender,Spring,3.7,No,Ground,Yes,Yes,29,Debit Card,Weekly
242,36,Male,Heels,Clothing,59,Rhode Island,L,Lavender,Spring,3.6,No,Express,No,No,44,Apple Pay,Bi-Weekly
243,19,Female,Coat,Outerwear,27,California,M,Navy,Spring,4.5,No,2-Day Shipping,No,No,34,Venmo,Monthly
244,70,Male,Sandals,Clothing,40,Tennessee,XL,Gray,Summer,3.0,No,2-Day Shipping,Yes,Yes,47,Venmo,Every 3 Months
245,61,Female,Sneakers,Footwear,62,New York,XL,Red,Fall,4.8,No,Next Day Air,No,No,9,Cash,Monthly
246,43,Male,Scarf,Clothing,40,Colorado,M,Charcoal,Summer,4.5,No,Ground,Yes,Yes,48,PayPal,Monthly
247,49,Male,Jeans,Accessories,22,Indiana,XL,Mint,Spring,3.3,No,Standard,No,No,30,Credit Card,Quarterly
248,23,Female,Sweater,Footwear,50,Colorado,XL,Black,Spring,3.0,No,Express,Yes,Yes,17,Debit Card,Weekly
249,49,Male,Coat,Clothing,46,Indiana,S,Coral,Winter,3.2,No,Next Day Air,Yes,Yes,4,Venmo,Quarterly
250,21,Male,Wallet,Footwear,46,Idaho,S,Brown,Winter,3.3,Yes,Standard,No,No,40,Apple Pay,Quarterly
251,28,Male,Belt,Clothing,92,Nebraska,S,Charcoal,Winter,3.9,No,Free Shipping,Yes,Yes,32,Debit Card,Bi-Weekly
252,34,Male,Backpack,Footwear,76,Montana,XL,Green,Summer,2.6,No,Ground,Yes,Yes,32,Credit Card,Annually
253,55,Female,Shorts,Clothing,52,Idaho,XL,Gold,Fall,4.8,No,Ground,No,No,7,Debit Card,Bi-Weekly
254,41,Male,Sunglasses,Accessories,63,Delaware,L,Yellow,Fall,2.7,No,Express,No,No,38,Cash,Every 3 Months
255,22,Female,Handbag,Clothing,62,Georgia,S,Yellow,Winter,3.2,No,Ground,Yes,Yes,32,Credit Card,Annually
256,69,Female,Dress,Clothing,50,Kansas,M,Turquoise,Fall,2.8,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
257,51,Male,Backpack,Outerwear,84,Montana,XL,Black,Spring,3.1,No,Standard,No,No,42,Debit Card,Bi-Weekly
258,23,Female,Scarf,Clothing,95,Delaware,S,Purple,Spring,4.6,Yes,Next Day Air,Yes,Yes,3,Debit Card,Quarterly
259,39,Male,Belt,Outerwear,36,South Dakota,L,Purple,Winter,4.0,No,Standard,Yes,Yes,20,Venmo,Bi-Weekly
260,28,Female,Sneakers,Footwear,34,Vermont,S,Navy,Winter,3.1,No,2-Day Shipping,No,No,17,Debit Card,Fortnightly
261,65,Male,T-Shirt,Outerwear,53,New Hampshire,L,White,Winter,4.7,Yes,Free Shipping,No,No,16,Credit Card,Every 3 Months
262,33,Female,Wallet,Clothing,99,Maryland,L,Mint,Fall,,No,Standard,No,No,11,Apple Pay,Every 3 Months
263,50,Male,Backpack,Outerwear,23,Kentucky,XL,Gold,Summer,4.4,No,Next Day Air,Yes,Yes,13,Debit Card,Fortnightly
264,26,Male,Sandals,Outerwear,91,Maine,L,Maroon,Winter,4.6,Yes,Standard,Yes,Yes,18,Apple Pay,Fortnightly
265,23,Male,Gloves,Clothing,98,Kentucky,L,Yellow,Fall,4.0,No,Ground,No,No,14,Apple Pay,Bi-Weekly
266,33,Female,Coat,Clothing,47,Rhode Island,M,Red,Winter,3.8,No,Free Shipping,Yes,Yes,34,Venmo,Quarterly
267,46,Male,Scarf,Clothing,92,Alabama,L,Maroon,Summer,3.4,Yes,Standard,No,No,12,PayPal,Every 3 Months
268,20,Male,Shorts,Accessories,21,New Hampshire,M,Gray,Winter,3.1,Yes,Free Shipping,Yes,Yes,22,Apple Pay,Weekly
269,37,Female,Tie,Clothing,36,Indiana,M,Teal,Spring,3.9,No,Free Shipping,No,No,21,Cash,Fortnightly
270,53,Male,Skirt,Footwear,77,Kentucky,S,Olive,Winter,,No,Express,No,No,26,Apple Pay,Annually
271,36,Female,Handbag,Clothing,93,Illinois,S,Green,Spring,4.0,No,Express,No,No,42,Credit Card,Monthly
272,43,Female,Belt,Clothing,28,New Hampshire,XL,Silver,Spring,4.8,Yes,Next Day Air,No,No,39,Venmo,Monthly
273,20,Female,Loafers,Footwear,50,North Dakota,XL,Gray,Fall,3.4,No,Next Day Air,No,No,2,Cash,Quarterly
274,36,Female,Belt,Accessories,85,Nebraska,XL,Black,Fall,4.2,Yes,Next Day Air,No,No,50,Debit Card,Monthly
275,37,Male,Dress,Footwear,81,Virginia,L,Beige,Spring,4.1,Yes,Free Shipping,Yes,Yes,49,Apple Pay,Every 3 Months
276,49,Male,Scarf,Outerwear,38,North Carolina,S,Peach,Spring,4.2,Yes,Free Shipping,Yes,Yes,16,Debit Card,Quarterly
277,24,Female,Hat,Footwear,100,New Hampshire,L,Coral,Winter,4.1,No,Express,Yes,Yes,34,PayPal,Monthly
278,69,Male,Loafers,Clothing,93,Oregon,S,Charcoal,Winter,3.1,No,Ground,No,No,11,Debit Card,Weekly
279,58,Male,Jacket,Clothing,74,Rhode Island,L,Black,Spring,2.9,No,Free Shipping,No,No,19,Cash,Weekly
280,50,Male,Shorts,Footwear,47,Maine,XL,Mint,Fall,4.9,No,Express,No,No,30,Venmo,Weekly
281,57,Female,Sunglasses,Accessories,69,Virginia,S,Pink,Winter,2.6,No,Standard,No,No,7,PayPal,Weekly
282,56,Male,Sweater,Accessories,84,Mississippi,S,Mint,Winter,3.7,No,Next Day Air,No,No,27,Cash,Fortnightly
283,35,Male,Sneakers,Clothing,22,Indiana,M,Beige,Winter,3.6,No,Next Day Air,No,No,22,Venmo,Every 3 Months
284,57,Male,Belt,Clothing,98,Washington,S,Burgundy,Fall,3.4,No,2-Day Shipping,No,No,17,Cash,Annually
285,18,Male,Dress,Clothing,71,Oregon,S,Orange,Spring,4.5,Yes,Ground,Yes,Yes,15,Debit Card,Weekly
286,28,Male,Blouse,Accessories,29,California,L,Gray,Winter,4.4,No,Express,Yes,Yes,9,Cash,Bi-Weekly
287,45,Male,Belt,Accessories,40,Mississippi,XL,Purple,Fall,4.8,No,2-Day Shipping,No,No,12,PayPal,Fortnightly
288,42,Male,Sandals,Outerwear,56,North Dakota,M,Beige,Fall,3.5,No,Next Day Air,Yes,Yes,8,Cash,Quarterly
289,67,Female,Sweater,Clothing,34,Wyoming,L,Gold,Fall,3.9,Yes,2-Day Shipping,No,No,2,Credit Card,Monthly
290,40,Male,Sunglasses,Footwear,97,New Mexico,S,Gold,Fall,4.7,Yes,Standard,No,No,49,Debit Card,Monthly
291,48,Female,Jacket,Footwear,98,New Jersey,L,Blue,Winter,5.0,No,2-Day Shipping,No,No,48,Cash,Fortnightly
292,47,Female,Watch,Clothing,93,Florida,XL,Coral,Spring,4.9,No,Standard,Yes,Yes,16,Venmo,Bi-Weekly
293,59,Male,Belt,Footwear,28,Nebraska,M,Teal,Spring,4.3,Yes,Next Day Air,No,No,3,Debit Card,Bi-Weekly
294,52,Male,Tie,Clothing,63,Nevada,L,Charcoal,Fall,2.9,No,Free Shipping,No,No,48,Apple Pay,Monthly
295,24,Male,Loafers,Clothing,58,Tennessee,S,Navy,Spring,2.6,No,Express,No,No,31,Venmo,Bi-Weekly
296,33,Female,Wallet,Accessories,24,Montana,L,Purple,Winter,4.6,No,2-Day Shipping,No,No,43,PayPal,Weekly
297,43,Male,Jacket,Outerwear,44,Louisiana,S,Yellow,Spring,4.6,No,Ground,No,No,26,Apple Pay,Every 3 Months
298,65,Male,Belt,Clothing,75,Oklahoma,M,Pink,Spring,4.4,No,Standard,Yes,Yes,41,Apple Pay,Monthly
299,69,Male,Backpack,Footwear,83,Delaware,M,Lavender,Summer,3.2,No,Ground,No,No,46,Apple Pay,Weekly
300,66,Male,Jeans,Clothing,91,Louisiana,L,Blue,Spring,4.1,No,Next Day Air,Yes,Yes,2,Credit Card,Weekly
301,19,Male,Coat,Outerwear,71,Maryland,M,Black,Spring,3.3,No,Ground,No,No,30,Cash,Monthly
302,18,Male,Scarf,Outerwear,95,New York,XL,White,Fall,3.6,No,Ground,No,No,13,Debit Card,Every 3 Months
303,65,Female,Sweater,Outerwear,28,New Hampshire,L,Mint,Fall,3.5,No,Next Day Air,Yes,Yes,37,Cash,Fortnightly
304,29,Male,Watch,Outerwear,29,Wisconsin,S,Turquoise,Summer,4.8,No,Free Shipping,No,No,14,Cash,Quarterly
305,22,Male,Sandals,Clothing,29,West Virginia,L,Charcoal,Winter,3.1,No,Ground,No,No,1,Debit Card,Fortnightly
306,54,Male,Sandals,Clothing,92,Louisiana,S,Charcoal,Summer,3.9,No,Ground,No,No,32,Apple Pay,Annually
307,49,Female,Watch,Footwear,81,Connecticut,M,Yellow,Spring,3.4,No,Ground,Yes,Yes,6,Apple Pay,Annually
308,26,Male,T-Shirt,Clothing,79,Alabama,S,Turquoise,Spring,4.2,No,Next Day Air,Yes,Yes,22,Credit Card,Weekly
309,58,Female,Jeans,Outerwear,38,Nevada,S,Lavender,Winter,3.9,No,Ground,No,No,11,Credit Card,Weekly
310,52,Male,Scarf,Clothing,57,North Carolina,S,Pink,Winter,4.8,No,Next Day Air,Yes,Yes,49,PayPal,Fortnightly
311,36,Male,Sunglasses,Clothing,25,Wyoming,S,White,Fall,2.8,No,Free Shipping,Yes,Yes,23,Debit Card,Every 3 Months
312,65,Male,Boots,Clothing,34,Arkansas,XL,Maroon,Spring,3.1,No,Next Day Air,No,No,14,Debit Card,Fortnightly
313,33,Male,Sandals,Accessories,66,Maryland,S,Black,Spring,4.4,No,Ground,No,No,14,Venmo,Weekly
314,20,Male,Watch,Clothing,64,Oklahoma,L,Red,Spring,3.4,No,Standard,Yes,Yes,20,Venmo,Bi-Weekly
315,37,Male,Shirt,Footwear,24,New Mexico,XL,Coral,Spring,2.9,No,Ground,Yes,Yes,7,Venmo,Quarterly
316,41,Female,Tie,Clothing,97,Pennsylvania,S,Coral,Spring,3.8,Yes,2-Day Shipping,No,No,19,Credit Card,Quarterly
317,50,Male,T-Shirt,Clothing,72,Nevada,S,Red,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
318,41,Male,Sneakers,Footwear,85,Arizona,S,Silver,Spring,2.6,Yes,Standard,No,No,22,PayPal,Bi-Weekly
319,69,Male,Coat,Outerwear,81,Colorado,XL,Purple,Spring,3.2,No,2-Day Shipping,Yes,Yes,6,Apple Pay,Quarterly
320,28,Male,Coat,Footwear,42,Vermont,S,Charcoal,Fall,4.5,No,Ground,No,No,13,Cash,Monthly
321,66,Male,Skirt,Accessories,63,Minnesota,S,Turquoise,Summer,3.8,Yes,Next Day Air,No,No,10,PayPal,Weekly
322,25,Male,Heels,Clothing,71,Connecticut,S,Charcoal,Spring,2.6,No,Ground,No,No,19,Venmo,Fortnightly
323,53,Male,Sweater,Clothing,65,Oklahoma,M,Olive,Fall,3.2,No,2-Day Shipping,No,No,31,Debit Card,Weekly
324,55,Male,Shirt,Accessories,38,Alabama,L,Mint,Spring,4.1,No,2-Day Shipping,No,No,10,Cash,Monthly
325,57,Male,Shorts,Clothing,66,Colorado,S,Charcoal,Winter,3.0,Yes,Next Day Air,Yes,Yes,37,Apple Pay,Quarterly
326,37,Male,Watch,Footwear,71,Mississippi,L,Olive,Spring,4.6,No,2-Day Shipping,No,No,13,Credit Card,Weekly
327,52,Male,Dress,Outerwear,43,Oregon,M,Gray,Summer,4.2,No,Next Day Air,Yes,Yes,17,PayPal,Monthly
328,65,Male,Dress,Clothing,36,Vermont,M,Teal,Fall,3.7,No,Free Shipping,No,No,5,Apple Pay,Bi-Weekly
329,42,Female,Belt,Outerwear,65,Oklahoma,S,Beige,Winter,4.8,No,Ground,Yes,Yes,21,Debit Card,Quarterly
330,52,Male,Sandals,Clothing,83,Mississippi,L,Mint,Winter,3.5,Yes,Free Shipping,No,No,39,Venmo,Every 3 Months
331,42,Male,Gloves,Clothing,47,Pennsylvania,XL,Mint,Spring,3.1,No,2-Day Shipping,No,No,20,Credit Card,Annually
332,46,Male,Dress,Clothing,69,Vermont,S,Turquoise,Summer,4.2,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly
333,35,Female,Hat,Outerwear,83,New Hampshire,XL,Charcoal,Summer,3.9,No,2-Day Shipping,No,No,15,PayPal,Annually
334,63,Female,Jeans,Clothing,47,Oregon,M,Navy,Spring,3.3,Yes,Free Shipping,No,No,15,Debit Card,Annually
335,35,Male,Sunglasses,Outerwear,75,Vermont,M,Beige,Spring,3.4,Yes,2-Day Shipping,No,No,23,Venmo,Bi-Weekly
336,19,Female,Gloves,Accessories,78,New York,L,Charcoal,Fall,3.5,Yes,Express,Yes,Yes,33,Venmo,Monthly
337,52,Male,Hat,Footwear,24,Missouri,XL,Maroon,Fall,3.2,Yes,Ground,Yes,Yes,44,Venmo,Monthly
338,33,Male,Hat,Footwear,73,Georgia,XL,Green,Spring,4.3,No,Standard,Yes,Yes,2,Venmo,Fortnightly
339,58,Female,Heels,Footwear,63,Ohio,S,Green,Spring,4.1,Yes,Ground,No,No,50,PayPal,Fortnightly
340,53,Female,Coat,Clothing,61,Missouri,L,Turquoise,Winter,3.6,No,Free Shipping,Yes,Yes,32,Apple Pay,Annually
341,50,Male,Handbag,Footwear,91,Nebraska,L,Brown,Summer,3.5,Yes,Next Day Air,No,No,15,Apple Pay,Weekly
342,21,Male,Dress,Footwear,76,Vermont,XL,Coral,Fall,3.4,No,Standard,No,No,7,Apple Pay,Quarterly
343,50,Male,Handbag,Accessories,66,New York,M,Blue,Spring,3.2,No,2-Day Shipping,No,No,9,PayPal,Fortnightly
344,31,Male,Sunglasses,Accessories,95,Idaho,L,Burgundy,Spring,2.7,No,Standard,No,No,28,Debit Card,Quarterly
345,38,Female,Scarf,Accessories,44,Arkansas,M,Blue,Fall,3.2,No,Next Day Air,No,No,22,Cash,Bi-Weekly
346,65,Male,Handbag,Accessories,63,Tennessee,S,Silver,Winter,3.3,No,Next Day Air,No,No,3,PayPal,Weekly
347,37,Male,Sneakers,Footwear,34,Montana,L,Purple,Winter,3.9,No,Ground,No,No,42,Venmo,Annually
348,25,Male,Jacket,Footwear,70,Arizona,L,Silver,Spring,4.4,No,2-Day Shipping,Yes,Yes,2,Apple Pay,Every 3 Months
349,24,Male,Watch,Accessories,72,Kentucky,S,Green,Summer,3.5,Yes,Ground,Yes,Yes,22,Apple Pay,Quarterly
350,20,Male,Watch,Clothing,53,Florida,L,Red,Summer,4.9,Yes,Free Shipping,No,No,25,Debit Card,Bi-Weekly
351,34,Male,Sandals,Accessories,96,New Hampshire,XL,Navy,Spring,4.6,Yes,Free Shipping,No,No,25,Venmo,Annually
352,50,Female,Boots,Clothing,27,Alabama,XL,Red,Fall,5.0,Yes,Express,Yes,Yes,32,PayPal,Every 3 Months
353,65,Female,T-Shirt,Footwear,96,Louisiana,S,Teal,Summer,4.7,No,Ground,No,No,44,Apple Pay,Quarterly
354,29,Male,Jacket,Outerwear,89,South Dakota,M,Olive,Fall,4.0,No,Next Day Air,Yes,Yes,7,Debit Card,Weekly
355,68,Female,Loafers,Accessories,40,Maryland,M,Gold,Fall,4.0,No,Express,Yes,Yes,31,Venmo,Fortnightly
356,39,Female,Tie,Clothing,26,South Dakota,L,Lavender,Fall,2.8,Yes,Next Day Air,No,No,37,Apple Pay,Monthly
357,39,Female,Blouse,Outerwear,98,North Dakota,M,Turquoise,Winter,4.3,Yes,Express,No,No,4,Cash,Annually
358,63,Male,Watch,Footwear,75,Nevada,M,Pink,Summer,4.0,Yes,Ground,Yes,Yes,33,Credit Card,Fortnightly
359,47,Male,Shirt,Clothing,68,West Virginia,S,Purple,Winter,3.8,Yes,Free Shipping,Yes,Yes,15,Credit Card,Quarterly
360,55,Male,Gloves,Outerwear,61,Ohio,M,Coral,Summer,4.2,No,Next Day Air,No,No,9,Apple Pay,Bi-Weekly
361,55,Male,Shorts,Footwear,42,Kansas,M,Peach,Spring,3.6,No,Ground,No,No,6,Venmo,Bi-Weekly
362,62,Male,Scarf,Footwear,71,Massachusetts,M,Purple,Fall,3.8,Yes,Ground,Yes,Yes,46,Apple Pay,Fortnightly
363,68,Male,Wallet,Clothing,98,Illinois,XL,Brown,Summer,3.5,No,Free Shipping,No,No,31,Credit Card,Monthly
364,25,Male,Tie,Footwear,72,Ohio,XL,Orange,Summer,4.3,No,Standard,Yes,Yes,34,Apple Pay,Annually
365,44,Female,Backpack,Footwear,35,Tennessee,S,Green,Spring,4.7,No,Free Shipping,Yes,Yes,44,Apple Pay,Annually
366,44,Male,Jacket,Clothing,56,New York,L,Brown,Winter,4.6,No,Next Day Air,Yes,Yes,38,Cash,Fortnightly
367,51,Male,T-Shirt,Clothing,37,Wyoming,S,Coral,Summer,4.5,No,Standard,No,No,13,Apple Pay,Weekly
368,38,Female,Watch,Accessories,39,Pennsylvania,L,Gold,Summer,2.5,No,Express,Yes,Yes,36,Cash,Quarterly
369,47,Female,Jacket,Footwear,65,Colorado,L,White,Winter,4.8,No,2-Day Shipping,No,No,32,Venmo,Fortnightly
370,50,Female,Blouse,Outerwear,21,Wyoming,M,Green,Winter,3.2,No,Next Day Air,No,No,22,Cash,Weekly
371,45,Female,Jacket,Clothing,82,Pennsylvania,M,White,Summer,4.7,No,2-Day Shipping,No,No,48,Credit Card,Annually
372,64,Male,Wallet,Clothing,22,Pennsylvania,S,Blue,Winter,3.0,Yes,2-Day Shipping,No,No,29,Venmo,Quarterly
373,50,Female,Sneakers,Clothing,65,Illinois,S,Navy,Spring,3.6,No,Standard,Yes,Yes,11,Apple Pay,Annually
374,22,Male,Skirt,Clothing,68,Virginia,S,Orange,Spring,4.4,No,Express,Yes,Yes,6,Credit Card,Monthly
375,65,Male,Sandals,Footwear,20,Rhode Island,XL,Pink,Fall,4.1,No,Free Shipping,No,No,5,Cash,Bi-Weekly
376,36,Male,Jeans,Footwear,41,Illinois,XL,Pink,Summer,3.5,Yes,Standard,No,No,1,Cash,Every 3 Months
377,21,Male,Shirt,Footwear,33,Washington,XL,Pink,Spring,4.2,No,Express,No,No,39,Debit Card,Weekly
378,52,Male,Shirt,Clothing,64,Idaho,XL,Blue,Spring,3.9,Yes,Free Shipping,No,No,50,PayPal,Monthly
379,66,Male,Backpack,Footwear,25,North Carolina,XL,Coral,Spring,3.2,No,Free Shipping,Yes,Yes,10,Apple Pay,Monthly
380,34,Female,Boots,Clothing,84,Nevada,M,Yellow,Fall,4.1,No,Express,No,No,10,PayPal,Monthly
381,61,Male,Tie,Clothing,40,Arizona,L,Brown,Winter,3.0,Yes,Free Shipping,Yes,Yes,49,Venmo,Weekly
382,45,Male,Hat,Accessories,23,Louisiana,XL,Black,Fall,4.2,No,Next Day Air,Yes,Yes,24,Credit Card,Quarterly
383,47,Female,T-Shirt,Footwear,22,Montana,S,Brown,Fall,2.5,No,Next Day Air,No,No,7,PayPal,Every 3 Months
384,46,Male,Shorts,Footwear,49,South Carolina,L,Blue,Fall,3.9,No,Standard,No,No,22,Venmo,Annually
385,63,Male,Jacket,Clothing,50,Alaska,XL,Olive,Fall,3.5,No,Free Shipping,No,No,21,Cash,Quarterly
386,70,Male,Wallet,Accessories,53,Arkansas,XL,Mint,Summer,3.3,No,Free Shipping,No,No,22,PayPal,Bi-Weekly
387,23,Male,Handbag,Footwear,39,Wyoming,M,Lavender,Summer,3.8,No,Express,No,No,33,Credit Card,Quarterly
388,52,Male,Blouse,Outerwear,73,Nevada,M,Burgundy,Spring,4.1,No,Next Day Air,No,No,44,Debit Card,Quarterly
389,58,Female,Sandals,Clothing,44,Nevada,M,Purple,Fall,4.9,No,2-Day Shipping,Yes,Yes,25,Debit Card,Annually
390,54,Male,Sweater,Accessories,34,Missouri,XL,Yellow,Fall,4.6,Yes,Standard,No,No,31,PayPal,Annually
391,41,Male,Jacket,Outerwear,57,Montana,M,Turquoise,Spring,4.3,No,Ground,Yes,Yes,49,Debit Card,Weekly
392,46,Female,Sneakers,Accessories,42,Vermont,XL,Turquoise,Winter,3.7,No,Next Day Air,No,No,16,Venmo,Bi-Weekly
393,66,Female,Boots,Clothing,71,Washington,L,Charcoal,Summer,3.5,No,Express,No,No,15,Apple Pay,Fortnightly
394,63,Male,Sweater,Clothing,85,Alaska,L,Peach,Fall,2.6,No,Standard,No,No,29,Credit Card,Annually
395,70,Male,Jacket,Clothing,76,Tennessee,XL,Gold,Winter,3.4,No,2-Day Shipping,No,No,19,Cash,Annually
396,48,Male,Heels,Clothing,76,North Dakota,S,Red,Winter,4.6,Yes,Ground,No,No,17,Credit Card,Bi-Weekly
397,52,Male,Backpack,Accessories,98,New Jersey,XL,Pink,Fall,3.5,Yes,Standard,Yes,Yes,26,Cash,Fortnightly
398,50,Male,Sneakers,Clothing,71,Massachusetts,L,Purple,Fall,3.7,No,Next Day Air,Yes,Yes,36,Debit Card,Annually
399,69,Male,Sweater,Clothing,54,Utah,L,Pink,Winter,3.2,No,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
400,38,Female,Jacket,Clothing,93,Oregon,XL,Purple,Summer,3.2,No,Ground,Yes,Yes,35,Cash,Bi-Weekly
401,49,Male,Shirt,Clothing,33,Utah,XL,Mint,Summer,2.7,Yes,Express,Yes,Yes,40,Debit Card,Annually
402,40,Male,Sneakers,Clothing,33,Minnesota,XL,Silver,Fall,4.0,No,Standard,Yes,Yes,23,Cash,Weekly
403,50,Male,Sweater,Outerwear,52,North Carolina,L,Teal,Fall,3.6,No,Next Day Air,No,No,9,PayPal,Annually
404,20,Male,Handbag,Footwear,71,Alaska,S,Beige,Spring,4.0,No,Express,Yes,Yes,34,Credit Card,Fortnightly
405,35,Male,Jacket,Clothing,20,Nebraska,XL,Green,Spring,3.9,No,2-Day Shipping,Yes,Yes,18,Apple Pay,Quarterly
406,42,Male,Boots,Clothing,53,West Virginia,L,Purple,Summer,4.5,No,Standard,Yes,Yes,16,Apple Pay,Fortnightly
407,59,Female,Shorts,Clothing,38,Michigan,XL,Orange,Spring,4.4,Yes,Free Shipping,No,No,32,Venmo,Bi-Weekly
408,48,Male,Watch,Clothing,43,North Dakota,L,Beige,Winter,4.4,No,Next Day Air,No,No,28,Debit Card,Annually
409,20,Male,Gloves,Footwear,23,Kansas,XL,Green,Winter,3.7,No,Next Day Air,Yes,Yes,32,Venmo,Annually
410,57,Male,Sandals,Outerwear,55,Maryland,L,Blue,Winter,3.4,No,Free Shipping,Yes,Yes,50,Credit Card,Every 3 Months
411,63,Male,Hat,Outerwear,96,Montana,XL,Green,Winter,4.8,No,Express,Yes,Yes,18,Apple Pay,Weekly
412,41,Male,Jacket,Outerwear,77,Kansas,M,Pink,Fall,2.6,No,Next Day Air,Yes,Yes,44,Cash,Quarterly
413,67,Male,Coat,Clothing,51,Colorado,XL,Charcoal,Winter,2.9,No,Express,No,No,34,Cash,Annually
414,49,Male,Dress,Accessories,28,Vermont,L,Peach,Summer,3.5,No,2-Day Shipping,No,No,29,Venmo,Every 3 Months
415,64,Male,Boots,Outerwear,99,Utah,XL,Gold,Spring,4.0,No,Free Shipping,Yes,Yes,21,Cash,Weekly
